Scenario,Week,SKU,Forecast,Actual,BeginningStock,EndingStock,Fulfilled,LostSales,StockoutFlag,OrderPlacedQty,HoldingCost,OrderingCost,PM_new_service,PM_early_trigger,PM_relax_cap,PM_uplift_pct
PM_Lean,45,Volvic Touch,889.7308860416945,974.0,3488.0,2514.0,974.0,0.0,0,1760.0000000000002,211.84884598267587,100.0,0.995,False,1.1,0.03
PM_Lean,45,Warsteiner,429.92116751590714,354.0,1448.0,1094.0,354.0,0.0,0,0.0,41.09907507966879,0.0,0.8,False,1.0,0.0
PM_Lean,46,Apollinaris,874.2718941869962,614.0,2652.0,2038.0,614.0,0.0,0,1955.88,131.26972058281598,100.0,0.995,False,1.08,0.01
PM_Lean,46,Augustiner,433.10850925440946,306.0,1135.0,829.0,306.0,0.0,0,1554.0,34.16907036054542,100.0,0.8,False,1.0,0.0
PM_Lean,46,Bacardi,515.4042547763815,482.0,1263.0,781.0,482.0,0.0,0,1979.0,22.069708161314864,100.0,0.8,False,1.0,0.0
PM_Lean,46,Beck's,493.8998304616479,539.0,987.0,448.0,539.0,0.0,0,0.0,14.482225682214594,0.0,0.8,False,1.0,0.0
PM_Lean,46,Chardonnay,312.15406010437664,509.0,1110.0,601.0,509.0,0.0,0,1055.0,56.591501325144215,100.0,0.92,False,1.0,0.0
PM_Lean,46,Club Mate,629.9070312422587,542.0,1910.0,1368.0,542.0,0.0,0,1322.0,117.82729179758766,100.0,0.995,False,1.0,0.0
PM_Lean,46,Coca-Cola,694.4800800756149,1152.0,1794.0,642.0,1152.0,0.0,0,0.0,66.05090624333222,0.0,0.99,False,1.05,0.0
PM_Lean,46,Cranberry Juice,1156.1645506778125,1119.0,2724.0,1605.0,1119.0,0.0,0,0.0,132.72088305287681,0.0,0.99,False,1.15,0.0
PM_Lean,46,Erdinger Weißbier,464.05571110211326,394.0,1328.0,934.0,394.0,0.0,0,1304.0,57.22153069311885,100.0,0.92,False,1.0,0.0
PM_Lean,46,Evian,802.2872064771296,1310.0,2932.0,1622.0,1310.0,0.0,0,0.0,166.62461013258164,0.0,0.99,False,1.05,0.0
PM_Lean,46,Fanta,623.2897756581486,704.0,1994.0,1290.0,704.0,0.0,0,1435.0,108.86335783851284,100.0,0.99,False,1.0,0.0
PM_Lean,46,Fritz-Kola,563.1757374261077,791.0,1726.0,935.0,791.0,0.0,0,0.0,25.796744681329734,0.0,0.83,False,1.0,0.0
PM_Lean,46,Gerolsteiner,901.4883372479103,754.0,2324.0,1570.0,754.0,0.0,0,0.0,133.7518919143845,0.0,0.99,False,1.05,0.0
PM_Lean,46,Granini Apple,861.5336872428062,839.0,2830.0,1991.0,839.0,0.0,0,3278.1000000000004,51.026424765797415,100.0,0.9,False,1.05,0.0
PM_Lean,46,Havana Club,363.2189814379674,325.0,992.0,667.0,325.0,0.0,0,0.0,50.870145739248386,0.0,0.88,False,1.0,0.0
PM_Lean,46,Hohes C Orange,1089.1312649225008,1219.0,2925.0,1706.0,1219.0,0.0,0,0.0,67.99407247145531,0.0,0.99,False,1.0,0.0
PM_Lean,46,Jack Daniels,355.8277923381551,389.0,1331.0,942.0,389.0,0.0,0,1299.6,78.45208722599882,100.0,0.995,False,1.2,0.0
PM_Lean,46,Jever,384.18180625741735,464.0,965.0,501.0,464.0,0.0,0,0.0,36.99371583322601,0.0,0.92,False,1.0,0.0
PM_Lean,46,Johnnie Walker,341.4129094960589,651.0,1052.0,401.0,651.0,0.0,0,1473.0,26.53311664281212,100.0,0.78,False,1.0,0.0
PM_Lean,46,Krombacher,434.0692586255392,412.0,1253.0,841.0,412.0,0.0,0,1393.0,45.666549265035485,100.0,0.9476,False,1.0,0.03
PM_Lean,46,Kölsch,275.24216930435625,471.0,879.0,408.0,471.0,0.0,0,0.0,13.426367791275315,0.0,0.82,False,1.0,0.0
PM_Lean,46,Mango Juice,1252.5624369948573,1159.0,2773.0,1614.0,1159.0,0.0,0,0.0,57.910501942411166,0.0,0.995,False,1.05,0.02
PM_Lean,46,Merlot,430.64564181547206,292.0,1504.0,1212.0,292.0,0.0,0,1230.0,78.65622818195865,100.0,0.92,False,1.0,0.0
PM_Lean,46,Mezzo Mix,579.3280543858939,541.0,1963.0,1422.0,541.0,0.0,0,0.0,95.74239894265874,0.0,0.99,False,1.0,0.0
PM_Lean,46,Monster,585.4255471407245,659.0,1788.0,1129.0,659.0,0.0,0,1571.8500000000001,79.82918375550435,100.0,0.99,False,1.05,0.0
PM_Lean,46,Mountain Dew,583.9021197580355,668.0,1798.0,1130.0,668.0,0.0,0,1701.0,60.55984265996524,100.0,0.99,False,1.0,0.0
PM_Lean,46,Moët & Chandon,466.71167493020215,252.0,1305.0,1053.0,252.0,0.0,0,1120.3500000000001,90.50252967089307,100.0,0.99,False,1.05,0.0
PM_Lean,46,Passion Fruit Juice,1169.539323707642,1359.0,2713.0,1354.0,1359.0,0.0,0,0.0,154.17473046546905,0.0,0.99,False,1.0,0.0
PM_Lean,46,Pepsi,717.8225561771303,818.0,2292.0,1474.0,818.0,0.0,0,1622.5000000000002,110.68512827560471,100.0,0.995,False,1.1,0.005
PM_Lean,46,Rauch Multivitamin,1034.1209876235318,1339.0,2867.0,1528.0,1339.0,0.0,0,0.0,124.72409189991498,0.0,0.99,False,1.02,0.0
PM_Lean,46,Red Bull,649.3801325304612,500.0,1885.0,1385.0,500.0,0.0,0,1453.0,96.38136948943195,100.0,0.99,False,1.0,0.0
PM_Lean,46,Riesling,512.355896080907,517.0,1046.0,529.0,517.0,0.0,0,0.0,32.813978156742934,0.0,0.9,False,1.0,0.0
PM_Lean,46,Rockstar,538.8232792009236,480.0,1527.0,1047.0,480.0,0.0,0,0.0,34.78091549791403,0.0,0.9,False,1.0,0.0
PM_Lean,46,Rotkäppchen Sekt,518.2445002997871,449.0,1256.0,807.0,449.0,0.0,0,0.0,62.77203209097281,0.0,0.99,False,1.0,0.0
PM_Lean,46,San Pellegrino,914.8053462682933,1007.0,2273.0,1266.0,1007.0,0.0,0,0.0,87.66045040119982,0.0,0.99,False,1.0,0.0
PM_Lean,46,Sauvignon Blanc,469.99896559955016,618.0,1553.0,935.0,618.0,0.0,0,1531.0,46.188897684346585,100.0,0.9,False,1.0,0.0
PM_Lean,46,Schwip Schwap,573.9140838675429,921.0,1553.0,632.0,921.0,0.0,0,0.0,51.63125747252287,0.0,0.99,False,1.05,0.0
PM_Lean,46,Selters,1012.7031325978124,874.0,2594.0,1720.0,874.0,0.0,0,0.0,152.17068800139194,0.0,0.99,False,1.05,0.0
PM_Lean,46,Sprite,704.830015761567,602.0,2282.0,1680.0,602.0,0.0,0,1416.0,144.8465502947691,100.0,0.995,False,1.0,0.0
PM_Lean,46,Tanqueray,380.0000465763613,416.0,1011.0,595.0,416.0,0.0,0,0.0,32.01785824754135,0.0,0.92,False,1.0,0.0
PM_Lean,46,Tomato Juice,1076.9340247545972,1183.0,3405.0,2222.0,1183.0,0.0,0,2209.2000000000003,146.8749526206644,100.0,0.99,False,1.05,0.0
PM_Lean,46,Veuve Clicquot,357.95055053129045,483.0,1279.0,796.0,483.0,0.0,0,1475.0,39.21766307161289,100.0,0.92,False,1.0,0.0
PM_Lean,46,Vio Wasser,856.5587306725173,869.0,2599.0,1730.0,869.0,0.0,0,1883.7,115.83821627118714,100.0,0.99,False,1.05,0.0
PM_Lean,46,Vittel,870.2933727509795,996.0,2635.0,1639.0,996.0,0.0,0,2310.0,82.75670897550447,100.0,0.99,False,1.05,0.0
PM_Lean,46,Volvic,877.3658912227736,975.0,2864.0,1889.0,975.0,0.0,0,2131.5,99.39514738972166,100.0,0.99,False,1.05,0.0
PM_Lean,46,Volvic Touch,914.5666690511964,1031.0,2514.0,1483.0,1031.0,0.0,0,0.0,141.07961302778332,0.0,0.99,False,1.0,0.02
PM_Lean,46,Warsteiner,423.54204899531663,353.0,1094.0,741.0,353.0,0.0,0,1603.0,29.668293773088998,100.0,0.8,False,1.0,0.0
PM_Lean,47,Apollinaris,874.2718941869962,857.0,2038.0,1181.0,857.0,0.0,0,0.0,90.09749052368542,0.0,0.99,False,1.1,0.0
PM_Lean,47,Augustiner,433.10850925440946,428.0,829.0,401.0,428.0,0.0,0,0.0,21.39916320950655,0.0,0.8,False,1.0,0.0
PM_Lean,47,Bacardi,478.12738041465155,516.0,781.0,265.0,516.0,0.0,0,0.0,11.293989597228643,0.0,0.8,False,1.0,0.0
PM_Lean,47,Beck's,493.8998304616479,705.0,448.0,0.0,448.0,257.0,1,0.0,4.521280212984069,0.0,0.8,False,1.0,0.0
PM_Lean,47,Chardonnay,290.6175621913251,653.0,601.0,0.0,601.0,52.0,1,0.0,19.87813693536626,0.0,0.92,False,1.0,0.0
PM_Lean,47,Club Mate,629.9070312422587,378.0,1368.0,990.0,378.0,0.0,0,0.0,84.75800916983273,0.0,0.98,False,1.05,0.0
PM_Lean,47,Coca-Cola,694.4800800756149,694.0,642.0,0.0,642.0,52.0,1,1675.3000000000002,17.40750484738066,100.0,0.995,False,1.1,0.01
PM_Lean,47,Cranberry Juice,1234.8094523781283,1089.0,1605.0,516.0,1089.0,0.0,0,2054.85,65.02679439943445,100.0,0.99,False,1.05,0.0
PM_Lean,47,Erdinger Weißbier,464.05571110211326,148.0,934.0,786.0,148.0,0.0,0,0.0,43.510624576553674,0.0,0.88,False,1.0,0.0
PM_Lean,47,Evian,974.3030908254815,1040.0,1622.0,582.0,1040.0,0.0,0,1607.5500000000002,80.64133525081466,100.0,0.995,False,1.05,0.02
PM_Lean,47,Fanta,750.072948887739,1164.0,1290.0,126.0,1164.0,0.0,0,1506.75,46.939864402964126,100.0,0.99,False,1.05,0.0
PM_Lean,47,Fritz-Kola,563.1757374261077,711.0,935.0,224.0,711.0,0.0,0,0.0,11.235786202803894,0.0,0.8,False,1.0,0.0
PM_Lean,47,Gerolsteiner,944.0912008603623,729.0,1570.0,841.0,729.0,0.0,0,1610.0,82.8135108899797,100.0,0.98,False,1.0,0.0
PM_Lean,47,Granini Apple,948.2617152367756,1527.0,1991.0,464.0,1527.0,0.0,0,0.0,25.984209251199474,0.0,0.9,False,1.0,0.0
PM_Lean,47,Havana Club,364.2906559281591,500.0,667.0,167.0,500.0,0.0,0,0.0,25.57305699007423,0.0,0.92,False,1.0,0.0
PM_Lean,47,Hohes C Orange,1089.1312649225008,946.0,1706.0,760.0,946.0,0.0,0,0.0,36.206733473247425,0.0,0.99,False,1.05,0.0
PM_Lean,47,Jack Daniels,355.8277923381551,321.0,942.0,621.0,321.0,0.0,0,0.0,53.946595835563635,0.0,0.99,False,1.0,0.0
PM_Lean,47,Jever,384.18180625741735,202.0,501.0,299.0,202.0,0.0,0,0.0,20.187566621132884,0.0,0.93,False,1.05,0.02
PM_Lean,47,Johnnie Walker,369.00233622938185,376.0,401.0,25.0,376.0,0.0,0,0.0,7.7791518856420945,0.0,0.8,False,1.0,0.0
PM_Lean,47,Krombacher,363.03715170467916,558.0,841.0,283.0,558.0,0.0,0,0.0,24.51251259498562,0.0,0.92,False,1.0,0.0
PM_Lean,47,Kölsch,296.05205822904185,482.0,408.0,0.0,408.0,74.0,1,0.0,4.256377668096603,0.0,0.8,False,1.0,0.0
PM_Lean,47,Mango Juice,1143.147217014298,1144.0,1614.0,470.0,1144.0,0.0,0,0.0,27.50979850649302,0.0,0.99,False,1.0,0.0
PM_Lean,47,Merlot,429.93847300816986,329.0,1212.0,883.0,329.0,0.0,0,0.0,60.67186967643718,0.0,0.89,False,1.0,0.0
PM_Lean,47,Mezzo Mix,618.6090359870051,718.0,1422.0,704.0,718.0,0.0,0,0.0,60.132449084813146,0.0,0.99,False,1.0,0.0
PM_Lean,47,Monster,568.5327766164182,669.0,1129.0,460.0,669.0,0.0,0,0.0,43.48596948491478,0.0,0.99,False,1.08,0.0
PM_Lean,47,Mountain Dew,613.1477620552262,872.0,1130.0,258.0,872.0,0.0,0,0.0,28.70801284563926,0.0,0.99,False,1.0,0.0
PM_Lean,47,Moët & Chandon,484.94235266219016,811.0,1053.0,242.0,811.0,0.0,0,0.0,49.70346731289505,0.0,0.99,False,1.08,0.0
PM_Lean,47,Passion Fruit Juice,1062.6535665676424,1285.0,1354.0,69.0,1285.0,0.0,0,1739.0,53.94409674265122,100.0,0.99,False,1.0,0.0
PM_Lean,47,Pepsi,602.8492596020776,301.0,1474.0,1173.0,301.0,0.0,0,0.0,77.79700864193458,0.0,0.99,False,1.0,0.0
PM_Lean,47,Rauch Multivitamin,944.5658028964351,1096.0,1528.0,432.0,1096.0,0.0,0,1941.0,55.62212061975731,100.0,0.99,False,1.0,0.0
PM_Lean,47,Red Bull,649.3801325304612,928.0,1385.0,457.0,928.0,0.0,0,0.0,54.2918907032213,0.0,0.995,False,1.1,0.02
PM_Lean,47,Riesling,521.8670543352853,373.0,529.0,156.0,373.0,0.0,0,0.0,14.271476214202485,0.0,0.92,False,1.0,0.0
PM_Lean,47,Rockstar,548.5180449698937,1076.0,1047.0,0.0,1047.0,29.0,1,0.0,14.14748194495571,0.0,0.92,False,1.0,0.0
PM_Lean,47,Rotkäppchen Sekt,518.2445002997871,399.0,807.0,408.0,399.0,0.0,0,0.0,36.96947115391758,0.0,0.99,False,1.0,0.0
PM_Lean,47,San Pellegrino,914.8053462682933,1245.0,1266.0,21.0,1245.0,0.0,0,1868.0,31.878779221911326,100.0,0.99,False,1.0,0.0
PM_Lean,47,Sauvignon Blanc,469.99896559955016,553.0,935.0,382.0,553.0,0.0,0,0.0,24.449669714744555,0.0,0.92,False,1.0,0.0
PM_Lean,47,Schwip Schwap,573.9140838675429,647.0,632.0,0.0,632.0,15.0,1,1835.3999999999996,14.934075387933385,100.0,0.99,False,1.15,0.0
PM_Lean,47,Selters,866.7949761628108,1109.0,1720.0,611.0,1109.0,0.0,0,1640.0,82.22296563079384,100.0,0.99,False,1.0,0.0
PM_Lean,47,Sprite,702.7255193645187,586.0,1680.0,1094.0,586.0,0.0,0,0.0,101.41452057488377,0.0,0.99,False,1.0,0.0
PM_Lean,47,Tanqueray,302.29341901290314,587.0,595.0,8.0,587.0,0.0,0,0.0,12.021649142756809,0.0,0.9,False,1.0,0.0
PM_Lean,47,Tomato Juice,983.907486041616,737.0,2222.0,1485.0,737.0,0.0,0,0.0,96.75945430332376,0.0,0.99,False,1.04,0.0
PM_Lean,47,Veuve Clicquot,341.58824681845056,171.0,796.0,625.0,171.0,0.0,0,0.0,26.857011674584058,0.0,0.92,False,1.0,0.0
PM_Lean,47,Vio Wasser,822.0095934610141,911.0,1730.0,819.0,911.0,0.0,0,0.0,68.20781087439502,0.0,0.99,False,1.0,0.0
PM_Lean,47,Vittel,895.1092223954226,858.0,1639.0,781.0,858.0,0.0,0,0.0,46.85803362674796,0.0,0.995,False,1.0,0.005
PM_Lean,47,Volvic,922.5380238885595,632.0,1889.0,1257.0,632.0,0.0,0,0.0,65.78942429793064,0.0,0.99,False,1.0,0.0
PM_Lean,47,Volvic Touch,852.2845916754557,913.0,1483.0,570.0,913.0,0.0,0,1599.9999999999998,72.46345898074536,100.0,0.99,False,1.0,0.0
PM_Lean,47,Warsteiner,427.1357989442531,410.0,741.0,331.0,410.0,0.0,0,0.0,17.332104046186053,0.0,0.8,False,1.0,0.0
PM_Lean,48,Apollinaris,874.2718941869962,974.0,1181.0,207.0,974.0,0.0,0,1901.5500000000002,38.84911986544746,100.0,0.99,False,1.05,0.0
PM_Lean,48,Augustiner,433.10850925440946,372.0,401.0,29.0,372.0,0.0,0,0.0,7.48100827649416,0.0,0.8,False,1.0,0.0
PM_Lean,48,Bacardi,454.84766784917565,325.0,265.0,0.0,265.0,60.0,1,0.0,2.8612879954737958,0.0,0.8,False,1.0,0.0
PM_Lean,48,Beck's,493.8998304616479,567.0,2147.0,1580.0,567.0,0.0,0,0.0,37.61341820042773,0.0,0.8,False,1.0,0.0
PM_Lean,48,Chardonnay,287.2518829949969,353.0,0.0,0.0,0.0,353.0,1,1055.0,0.0,100.0,0.995,True,1.0,0.075
PM_Lean,48,Club Mate,629.9070312422587,354.0,990.0,636.0,354.0,0.0,0,0.0,58.44636255731469,0.0,0.99,False,1.0,0.0
PM_Lean,48,Coca-Cola,694.4800800756149,977.0,1599.15,622.1500000000001,977.0,0.0,0,1583.92,60.22942448206645,100.0,0.995,True,1.04,0.005
PM_Lean,48,Cranberry Juice,1246.0519839575775,976.0,2668.7000000000003,1692.7000000000003,976.0,0.0,0,0.0,133.71422022333493,0.0,0.99,False,1.05,0.02
PM_Lean,48,Erdinger Weißbier,464.05571110211326,556.0,786.0,230.0,556.0,0.0,0,0.0,25.70162474987124,0.0,0.92,False,1.0,0.0
PM_Lean,48,Evian,958.3698680198565,978.0,2113.0,1135.0,978.0,0.0,0,0.0,118.83986247488475,0.0,0.995,False,1.05,0.0
PM_Lean,48,Fanta,668.6398999991596,943.0,126.0,0.0,126.0,817.0,1,0.0,4.176852340941723,0.0,0.99,False,1.0,0.0
PM_Lean,48,Fritz-Kola,776.4195401292839,751.0,3025.0,2274.0,751.0,0.0,0,0.0,51.37051862696966,0.0,0.8,False,1.0,0.0
PM_Lean,48,Gerolsteiner,993.0344878910583,927.0,2451.0,1524.0,927.0,0.0,0,0.0,136.53409613756506,0.0,0.99,False,1.05,0.0
PM_Lean,48,Granini Apple,933.1440789504303,1284.0,464.0,0.0,464.0,820.0,1,0.0,4.911068469473139,0.0,0.9,False,1.0,0.0
PM_Lean,48,Havana Club,363.2189814379674,340.0,1314.0,974.0,340.0,0.0,0,1147.0,70.15725946437631,100.0,0.92,False,1.0,0.0
PM_Lean,48,Hohes C Orange,1100.5663674961643,1253.0,3673.75,2420.75,1253.0,0.0,0,2775.0,89.481726339297,100.0,0.99,False,1.0,0.0
PM_Lean,48,Jack Daniels,355.8277923381551,398.0,621.0,223.0,398.0,0.0,0,0.0,29.130471455672243,0.0,0.99,False,1.0,0.0
PM_Lean,48,Jever,378.35986427946125,613.0,1562.0,949.0,613.0,0.0,0,1263.0,63.36372473208085,100.0,0.92,False,1.0,0.0
PM_Lean,48,Johnnie Walker,342.0655803862601,415.0,25.0,0.0,25.0,390.0,1,0.0,0.456522997983691,0.0,0.8,False,1.0,0.0
PM_Lean,48,Krombacher,421.23970744830444,286.0,283.0,0.0,283.0,3.0,1,0.0,6.171744719200116,0.0,0.9,False,1.0,0.0
PM_Lean,48,Kölsch,296.05205822904185,416.0,1929.0,1513.0,416.0,0.0,0,0.0,35.90797042546203,0.0,0.78,False,1.0,0.0
PM_Lean,48,Mango Juice,1143.147217014298,861.0,3652.3,2791.3,861.0,0.0,0,2893.0,85.0586073207478,100.0,0.99,False,1.0,0.0
PM_Lean,48,Merlot,429.93847300816986,417.0,883.0,466.0,417.0,0.0,0,0.0,39.06747121408771,0.0,0.92,False,1.0,0.0
PM_Lean,48,Mezzo Mix,630.5281611767434,595.0,2209.0,1614.0,595.0,0.0,0,1505.0,108.13092796389495,100.0,0.99,False,1.0,0.0
PM_Lean,48,Monster,548.9919945073867,813.0,460.0,0.0,460.0,353.0,1,1571.8500000000001,12.588763979270484,100.0,0.99,False,1.05,0.0
PM_Lean,48,Mountain Dew,625.8759108560006,573.0,258.0,0.0,258.0,315.0,1,1956.1499999999996,5.336215644218249,100.0,0.99,False,1.15,0.0
PM_Lean,48,Moët & Chandon,455.08382960825054,507.0,242.0,0.0,242.0,265.0,1,1120.3500000000001,9.288215513297763,100.0,0.99,False,1.05,0.0
PM_Lean,48,Passion Fruit Juice,1062.6535665676424,1405.0,1808.0,403.0,1405.0,0.0,0,1825.9499999999998,83.81616155868014,100.0,0.99,False,1.05,0.0
PM_Lean,48,Pepsi,717.8225561771303,902.0,1173.0,271.0,902.0,0.0,0,0.0,42.44007573817663,0.0,0.99,False,1.0,0.0
PM_Lean,48,Rauch Multivitamin,1034.1209876235318,1399.0,2373.0,974.0,1399.0,0.0,0,2038.0500000000002,94.98328454812638,100.0,0.99297,False,1.05,0.003
PM_Lean,48,Red Bull,635.7052411973148,993.0,457.0,0.0,457.0,536.0,1,1525.65,13.46981218858422,100.0,0.995,False,1.05,0.0
PM_Lean,48,Riesling,486.51214731439256,399.0,1605.0,1206.0,399.0,0.0,0,0.0,58.56513815784407,0.0,0.92,False,1.0,0.0
PM_Lean,48,Rockstar,610.1287479053867,522.0,2150.0,1628.0,522.0,0.0,0,2150.0,51.04984411465393,100.0,0.94,True,1.0,0.021739130434782608
